date,time,park,ride,wait
03/05/2022,12:50,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:50,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:50,magic-kingdom,Pirates of the Caribbean,55.0
03/05/2022,12:50,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:50,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:50,magic-kingdom,Space Mountain,45.0
03/05/2022,12:50,magic-kingdom,Splash Mountain,75.0
03/05/2022,12:50,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,12:50,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:50,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:50,epcot,Frozen Ever After,60.0
03/05/2022,12:50,epcot,Gran Fiesta Tour,5.0
03/05/2022,12:50,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:50,epcot,Living with the Land,10.0
03/05/2022,12:50,epcot,Mission: SPACE,10.0
03/05/2022,12:50,epcot,Remy's Ratatouille Adventure,70.0
03/05/2022,12:50,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:50,epcot,Soarin' Around the World,30.0
03/05/2022,12:50,epcot,Spaceship Earth,
03/05/2022,12:50,epcot,Test Track,55.0
03/05/2022,12:50,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:50,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,12:50,hollywood-studios,Millennium Falcon: Smugglers Run,65.0
03/05/2022,12:50,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:50,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,75.0
03/05/2022,12:50,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:50,hollywood-studios,Star Tours – The Adventures Continue,25.0
03/05/2022,12:50,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:50,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:50,hollywood-studios,The Twilight Zone Tower of Terror,90.0
03/05/2022,12:50,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:50,animal-kingdom,DINOSAUR,40.0
03/05/2022,12:50,animal-kingdom,Expedition Everest,
03/05/2022,12:50,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:50,animal-kingdom,Kali River Rapids,30.0
03/05/2022,12:50,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:50,animal-kingdom,Na'vi River Journey,60.0
03/05/2022,12:50,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,12:55,magic-kingdom,Astro Orbiter,55.0
03/05/2022,12:55,magic-kingdom,The Barnstormer,25.0
03/05/2022,12:55,magic-kingdom,Big Thunder Mountain Railroad,50.0
03/05/2022,12:55,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,12:55,magic-kingdom,Dumbo the Flying Elephant,15.0
03/05/2022,12:55,magic-kingdom,Haunted Mansion,45.0
03/05/2022,12:55,magic-kingdom,"""it's a small world""",35.0
03/05/2022,12:55,magic-kingdom,Jungle Cruise,55.0
03/05/2022,12:55,magic-kingdom,Mad Tea Party,25.0
03/05/2022,12:55,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,12:55,magic-kingdom,The Many Adventures of Winnie the Pooh,30.0
03/05/2022,12:55,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,12:55,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,12:55,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,12:55,magic-kingdom,Pirates of the Caribbean,55.0
03/05/2022,12:55,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,12:55,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,12:55,magic-kingdom,Space Mountain,40.0
03/05/2022,12:55,magic-kingdom,Splash Mountain,80.0
03/05/2022,12:55,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,12:55,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,12:55,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,12:55,epcot,Frozen Ever After,60.0
03/05/2022,12:55,epcot,Gran Fiesta Tour,15.0
03/05/2022,12:55,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,12:55,epcot,Living with the Land,10.0
03/05/2022,12:55,epcot,Mission: SPACE,10.0
03/05/2022,12:55,epcot,Remy's Ratatouille Adventure,65.0
03/05/2022,12:55,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,12:55,epcot,Soarin' Around the World,30.0
03/05/2022,12:55,epcot,Spaceship Earth,
03/05/2022,12:55,epcot,Test Track,55.0
03/05/2022,12:55,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,12:55,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,12:55,hollywood-studios,Millennium Falcon: Smugglers Run,65.0
03/05/2022,12:55,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,12:55,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,75.0
03/05/2022,12:55,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,12:55,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/05/2022,12:55,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,12:55,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,12:55,hollywood-studios,The Twilight Zone Tower of Terror,90.0
03/05/2022,12:55,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,12:55,animal-kingdom,DINOSAUR,35.0
03/05/2022,12:55,animal-kingdom,Expedition Everest,
03/05/2022,12:55,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,12:55,animal-kingdom,Kali River Rapids,30.0
03/05/2022,12:55,animal-kingdom,Kilimanjaro Safaris,80.0
03/05/2022,12:55,animal-kingdom,Na'vi River Journey,60.0
03/05/2022,12:55,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,13:00,magic-kingdom,Astro Orbiter,55.0
03/05/2022,13:00,magic-kingdom,The Barnstormer,20.0
03/05/2022,13:00,magic-kingdom,Big Thunder Mountain Railroad,50.0
03/05/2022,13:00,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,13:00,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,13:00,magic-kingdom,Haunted Mansion,45.0
03/05/2022,13:00,magic-kingdom,"""it's a small world""",35.0
03/05/2022,13:00,magic-kingdom,Jungle Cruise,55.0
03/05/2022,13:00,magic-kingdom,Mad Tea Party,25.0
03/05/2022,13:00,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,13:00,magic-kingdom,The Many Adventures of Winnie the Pooh,30.0
03/05/2022,13:00,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,13:00,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,13:00,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,13:00,magic-kingdom,Pirates of the Caribbean,55.0
03/05/2022,13:00,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,13:00,magic-kingdom,Seven Dwarfs Mine Train,95.0
03/05/2022,13:00,magic-kingdom,Space Mountain,40.0
03/05/2022,13:00,magic-kingdom,Splash Mountain,80.0
03/05/2022,13:00,magic-kingdom,Tomorrowland Speedway,30.0
03/05/2022,13:00,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,13:00,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,55.0
03/05/2022,13:00,epcot,Frozen Ever After,60.0
03/05/2022,13:00,epcot,Gran Fiesta Tour,15.0
03/05/2022,13:00,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,13:00,epcot,Living with the Land,10.0
03/05/2022,13:00,epcot,Mission: SPACE,10.0
03/05/2022,13:00,epcot,Remy's Ratatouille Adventure,65.0
03/05/2022,13:00,epcot,The Seas with Nemo & Friends,15.0
03/05/2022,13:00,epcot,Soarin' Around the World,30.0
03/05/2022,13:00,epcot,Spaceship Earth,
03/05/2022,13:00,epcot,Test Track,55.0
03/05/2022,13:00,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,13:00,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,13:00,hollywood-studios,Millennium Falcon: Smugglers Run,65.0
03/05/2022,13:00,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,13:00,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,75.0
03/05/2022,13:00,hollywood-studios,Slinky Dog Dash,120.0
03/05/2022,13:00,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/05/2022,13:00,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,13:00,hollywood-studios,Toy Story Mania!,60.0
03/05/2022,13:00,hollywood-studios,The Twilight Zone Tower of Terror,90.0
03/05/2022,13:00,animal-kingdom,Avatar Flight of Passage,80.0
03/05/2022,13:00,animal-kingdom,DINOSAUR,35.0
03/05/2022,13:00,animal-kingdom,Expedition Everest,
03/05/2022,13:00,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,13:00,animal-kingdom,Kali River Rapids,30.0
03/05/2022,13:00,animal-kingdom,Kilimanjaro Safaris,75.0
03/05/2022,13:00,animal-kingdom,Na'vi River Journey,60.0
03/05/2022,13:00,animal-kingdom,TriceraTop Spin,15.0
03/05/2022,13:47,magic-kingdom,Astro Orbiter,55.0
03/05/2022,13:47,magic-kingdom,The Barnstormer,25.0
03/05/2022,13:47,magic-kingdom,Big Thunder Mountain Railroad,65.0
03/05/2022,13:47,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/05/2022,13:47,magic-kingdom,Dumbo the Flying Elephant,35.0
03/05/2022,13:47,magic-kingdom,Haunted Mansion,45.0
03/05/2022,13:47,magic-kingdom,"""it's a small world""",30.0
03/05/2022,13:47,magic-kingdom,Jungle Cruise,75.0
03/05/2022,13:47,magic-kingdom,Mad Tea Party,25.0
03/05/2022,13:47,magic-kingdom,The Magic Carpets of Aladdin,30.0
03/05/2022,13:47,magic-kingdom,The Many Adventures of Winnie the Pooh,55.0
03/05/2022,13:47,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,13:47,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,13:47,magic-kingdom,Peter Pan's Flight,70.0
03/05/2022,13:47,magic-kingdom,Pirates of the Caribbean,55.0
03/05/2022,13:47,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,13:47,magic-kingdom,Seven Dwarfs Mine Train,85.0
03/05/2022,13:47,magic-kingdom,Space Mountain,60.0
03/05/2022,13:47,magic-kingdom,Splash Mountain,75.0
03/05/2022,13:47,magic-kingdom,Tomorrowland Speedway,40.0
03/05/2022,13:47,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,13:47,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,13:47,epcot,Frozen Ever After,50.0
03/05/2022,13:47,epcot,Gran Fiesta Tour,15.0
03/05/2022,13:47,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,13:47,epcot,Living with the Land,10.0
03/05/2022,13:47,epcot,Mission: SPACE,10.0
03/05/2022,13:47,epcot,Remy's Ratatouille Adventure,65.0
03/05/2022,13:47,epcot,The Seas with Nemo & Friends,10.0
03/05/2022,13:47,epcot,Soarin' Around the World,30.0
03/05/2022,13:47,epcot,Spaceship Earth,5.0
03/05/2022,13:47,epcot,Test Track,40.0
03/05/2022,13:47,hollywood-studios,Alien Swirling Saucers,35.0
03/05/2022,13:47,hollywood-studios,Mickey & Minnie's Runaway Railway,65.0
03/05/2022,13:47,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,13:47,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,13:47,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,55.0
03/05/2022,13:47,hollywood-studios,Slinky Dog Dash,70.0
03/05/2022,13:47,hollywood-studios,Star Tours – The Adventures Continue,10.0
03/05/2022,13:47,hollywood-studios,Star Wars: Rise of the Resistance,130.0
03/05/2022,13:47,hollywood-studios,Toy Story Mania!,45.0
03/05/2022,13:47,hollywood-studios,The Twilight Zone Tower of Terror,105.0
03/05/2022,13:47,animal-kingdom,Avatar Flight of Passage,70.0
03/05/2022,13:47,animal-kingdom,DINOSAUR,40.0
03/05/2022,13:47,animal-kingdom,Expedition Everest,
03/05/2022,13:47,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,13:47,animal-kingdom,Kali River Rapids,25.0
03/05/2022,13:47,animal-kingdom,Kilimanjaro Safaris,65.0
03/05/2022,13:47,animal-kingdom,Na'vi River Journey,95.0
03/05/2022,13:47,animal-kingdom,TriceraTop Spin,10.0
03/05/2022,15:10,magic-kingdom,Astro Orbiter,35.0
03/05/2022,15:10,magic-kingdom,The Barnstormer,25.0
03/05/2022,15:10,magic-kingdom,Big Thunder Mountain Railroad,45.0
03/05/2022,15:10,magic-kingdom,Buzz Lightyear's Space Ranger Spin,40.0
03/05/2022,15:10,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,15:10,magic-kingdom,Haunted Mansion,45.0
03/05/2022,15:10,magic-kingdom,"""it's a small world""",40.0
03/05/2022,15:10,magic-kingdom,Jungle Cruise,75.0
03/05/2022,15:10,magic-kingdom,Mad Tea Party,15.0
03/05/2022,15:10,magic-kingdom,The Magic Carpets of Aladdin,25.0
03/05/2022,15:10,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,15:10,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,15:10,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,15:10,magic-kingdom,Peter Pan's Flight,80.0
03/05/2022,15:10,magic-kingdom,Pirates of the Caribbean,50.0
03/05/2022,15:10,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,15:10,magic-kingdom,Seven Dwarfs Mine Train,110.0
03/05/2022,15:10,magic-kingdom,Space Mountain,50.0
03/05/2022,15:10,magic-kingdom,Splash Mountain,80.0
03/05/2022,15:10,magic-kingdom,Tomorrowland Speedway,25.0
03/05/2022,15:10,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,15:10,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/05/2022,15:10,epcot,Frozen Ever After,65.0
03/05/2022,15:10,epcot,Gran Fiesta Tour,5.0
03/05/2022,15:10,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,15:10,epcot,Living with the Land,5.0
03/05/2022,15:10,epcot,Mission: SPACE,10.0
03/05/2022,15:10,epcot,Remy's Ratatouille Adventure,95.0
03/05/2022,15:10,epcot,The Seas with Nemo & Friends,10.0
03/05/2022,15:10,epcot,Soarin' Around the World,30.0
03/05/2022,15:10,epcot,Spaceship Earth,5.0
03/05/2022,15:10,epcot,Test Track,65.0
03/05/2022,15:10,hollywood-studios,Alien Swirling Saucers,30.0
03/05/2022,15:10,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,15:10,hollywood-studios,Millennium Falcon: Smugglers Run,45.0
03/05/2022,15:10,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,15:10,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,15:10,hollywood-studios,Slinky Dog Dash,90.0
03/05/2022,15:10,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,15:10,hollywood-studios,Star Wars: Rise of the Resistance,140.0
03/05/2022,15:10,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,15:10,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,15:10,animal-kingdom,Avatar Flight of Passage,95.0
03/05/2022,15:10,animal-kingdom,DINOSAUR,45.0
03/05/2022,15:10,animal-kingdom,Expedition Everest,
03/05/2022,15:10,animal-kingdom,It's Tough to be a Bug!,10.0
03/05/2022,15:10,animal-kingdom,Kali River Rapids,35.0
03/05/2022,15:10,animal-kingdom,Kilimanjaro Safaris,65.0
03/05/2022,15:10,animal-kingdom,Na'vi River Journey,65.0
03/05/2022,15:10,animal-kingdom,TriceraTop Spin,5.0
03/05/2022,15:15,magic-kingdom,Astro Orbiter,35.0
03/05/2022,15:15,magic-kingdom,The Barnstormer,25.0
03/05/2022,15:15,magic-kingdom,Big Thunder Mountain Railroad,45.0
03/05/2022,15:15,magic-kingdom,Buzz Lightyear's Space Ranger Spin,30.0
03/05/2022,15:15,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,15:15,magic-kingdom,Haunted Mansion,40.0
03/05/2022,15:15,magic-kingdom,"""it's a small world""",40.0
03/05/2022,15:15,magic-kingdom,Jungle Cruise,55.0
03/05/2022,15:15,magic-kingdom,Mad Tea Party,15.0
03/05/2022,15:15,magic-kingdom,The Magic Carpets of Aladdin,25.0
03/05/2022,15:15,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,15:15,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,15:15,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,15:15,magic-kingdom,Peter Pan's Flight,80.0
03/05/2022,15:15,magic-kingdom,Pirates of the Caribbean,50.0
03/05/2022,15:15,magic-kingdom,Prince Charming Regal Carrousel,10.0
03/05/2022,15:15,magic-kingdom,Seven Dwarfs Mine Train,110.0
03/05/2022,15:15,magic-kingdom,Space Mountain,50.0
03/05/2022,15:15,magic-kingdom,Splash Mountain,80.0
03/05/2022,15:15,magic-kingdom,Tomorrowland Speedway,25.0
03/05/2022,15:15,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,15:15,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,35.0
03/05/2022,15:15,epcot,Frozen Ever After,70.0
03/05/2022,15:15,epcot,Gran Fiesta Tour,5.0
03/05/2022,15:15,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,15:15,epcot,Living with the Land,5.0
03/05/2022,15:15,epcot,Mission: SPACE,10.0
03/05/2022,15:15,epcot,Remy's Ratatouille Adventure,90.0
03/05/2022,15:15,epcot,The Seas with Nemo & Friends,10.0
03/05/2022,15:15,epcot,Soarin' Around the World,20.0
03/05/2022,15:15,epcot,Spaceship Earth,5.0
03/05/2022,15:15,epcot,Test Track,65.0
03/05/2022,15:15,hollywood-studios,Alien Swirling Saucers,25.0
03/05/2022,15:15,hollywood-studios,Mickey & Minnie's Runaway Railway,60.0
03/05/2022,15:15,hollywood-studios,Millennium Falcon: Smugglers Run,45.0
03/05/2022,15:15,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,15:15,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,15:15,hollywood-studios,Slinky Dog Dash,90.0
03/05/2022,15:15,hollywood-studios,Star Tours – The Adventures Continue,15.0
03/05/2022,15:15,hollywood-studios,Star Wars: Rise of the Resistance,115.0
03/05/2022,15:15,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,15:15,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,15:15,animal-kingdom,Avatar Flight of Passage,105.0
03/05/2022,15:15,animal-kingdom,DINOSAUR,45.0
03/05/2022,15:15,animal-kingdom,Expedition Everest,
03/05/2022,15:15,animal-kingdom,It's Tough to be a Bug!,
03/05/2022,15:15,animal-kingdom,Kali River Rapids,35.0
03/05/2022,15:15,animal-kingdom,Kilimanjaro Safaris,65.0
03/05/2022,15:15,animal-kingdom,Na'vi River Journey,45.0
03/05/2022,15:15,animal-kingdom,TriceraTop Spin,5.0
03/05/2022,15:20,magic-kingdom,Astro Orbiter,35.0
03/05/2022,15:20,magic-kingdom,The Barnstormer,25.0
03/05/2022,15:20,magic-kingdom,Big Thunder Mountain Railroad,45.0
03/05/2022,15:20,magic-kingdom,Buzz Lightyear's Space Ranger Spin,30.0
03/05/2022,15:20,magic-kingdom,Dumbo the Flying Elephant,30.0
03/05/2022,15:20,magic-kingdom,Haunted Mansion,40.0
03/05/2022,15:20,magic-kingdom,"""it's a small world""",35.0
03/05/2022,15:20,magic-kingdom,Jungle Cruise,55.0
03/05/2022,15:20,magic-kingdom,Mad Tea Party,15.0
03/05/2022,15:20,magic-kingdom,The Magic Carpets of Aladdin,25.0
03/05/2022,15:20,magic-kingdom,The Many Adventures of Winnie the Pooh,45.0
03/05/2022,15:20,magic-kingdom,Mickey's PhilharMagic,15.0
03/05/2022,15:20,magic-kingdom,Monsters Inc. Laugh Floor,15.0
03/05/2022,15:20,magic-kingdom,Peter Pan's Flight,80.0
03/05/2022,15:20,magic-kingdom,Pirates of the Caribbean,50.0
03/05/2022,15:20,magic-kingdom,Prince Charming Regal Carrousel,5.0
03/05/2022,15:20,magic-kingdom,Seven Dwarfs Mine Train,110.0
03/05/2022,15:20,magic-kingdom,Space Mountain,50.0
03/05/2022,15:20,magic-kingdom,Splash Mountain,80.0
03/05/2022,15:20,magic-kingdom,Tomorrowland Speedway,25.0
03/05/2022,15:20,magic-kingdom,Tomorrowland Transit Authority PeopleMover,25.0
03/05/2022,15:20,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,35.0
03/05/2022,15:20,epcot,Frozen Ever After,70.0
03/05/2022,15:20,epcot,Gran Fiesta Tour,5.0
03/05/2022,15:20,epcot,Journey Into Imagination With Figment,5.0
03/05/2022,15:20,epcot,Living with the Land,5.0
03/05/2022,15:20,epcot,Mission: SPACE,10.0
03/05/2022,15:20,epcot,Remy's Ratatouille Adventure,90.0
03/05/2022,15:20,epcot,The Seas with Nemo & Friends,10.0
03/05/2022,15:20,epcot,Soarin' Around the World,20.0
03/05/2022,15:20,epcot,Spaceship Earth,5.0
03/05/2022,15:20,epcot,Test Track,65.0
03/05/2022,15:20,hollywood-studios,Alien Swirling Saucers,25.0
03/05/2022,15:20,hollywood-studios,Mickey & Minnie's Runaway Railway,55.0
03/05/2022,15:20,hollywood-studios,Millennium Falcon: Smugglers Run,60.0
03/05/2022,15:20,hollywood-studios,Muppet*Vision 3D,10.0
03/05/2022,15:20,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,80.0
03/05/2022,15:20,hollywood-studios,Slinky Dog Dash,90.0
03/05/2022,15:20,hollywood-studios,Star Tours – The Adventures Continue,10.0
03/05/2022,15:20,hollywood-studios,Star Wars: Rise of the Resistance,115.0
03/05/2022,15:20,hollywood-studios,Toy Story Mania!,50.0
03/05/2022,15:20,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/05/2022,15:20,animal-kingdom,Avatar Flight of Passage,105.0
03/05/2022,15:20,animal-kingdom,DINOSAUR,45.0
03/05/2022,15:20,animal-kingdom,Expedition Everest,
03/05/2022,15:20,animal-kingdom,It's Tough to be a Bug!,
03/05/2022,15:20,animal-kingdom,Kali River Rapids,35.0
03/05/2022,15:20,animal-kingdom,Kilimanjaro Safaris,70.0
03/05/2022,15:20,animal-kingdom,Na'vi River Journey,45.0
03/05/2022,15:20,animal-kingdom,TriceraTop Spin,5.0
03/06/2022,13:20,magic-kingdom,Astro Orbiter,50.0
03/06/2022,13:20,magic-kingdom,The Barnstormer,35.0
03/06/2022,13:20,magic-kingdom,Big Thunder Mountain Railroad,45.0
03/06/2022,13:20,magic-kingdom,Buzz Lightyear's Space Ranger Spin,50.0
03/06/2022,13:20,magic-kingdom,Dumbo the Flying Elephant,35.0
03/06/2022,13:20,magic-kingdom,Haunted Mansion,45.0
03/06/2022,13:20,magic-kingdom,"""it's a small world""",40.0
03/06/2022,13:20,magic-kingdom,Jungle Cruise,60.0
03/06/2022,13:20,magic-kingdom,Mad Tea Party,25.0
03/06/2022,13:20,magic-kingdom,The Magic Carpets of Aladdin,35.0
03/06/2022,13:20,magic-kingdom,The Many Adventures of Winnie the Pooh,35.0
03/06/2022,13:20,magic-kingdom,Mickey's PhilharMagic,20.0
03/06/2022,13:20,magic-kingdom,Monsters Inc. Laugh Floor,25.0
03/06/2022,13:20,magic-kingdom,Peter Pan's Flight,50.0
03/06/2022,13:20,magic-kingdom,Pirates of the Caribbean,60.0
03/06/2022,13:20,magic-kingdom,Prince Charming Regal Carrousel,15.0
03/06/2022,13:20,magic-kingdom,Seven Dwarfs Mine Train,85.0
03/06/2022,13:20,magic-kingdom,Space Mountain,50.0
03/06/2022,13:20,magic-kingdom,Splash Mountain,70.0
03/06/2022,13:20,magic-kingdom,Tomorrowland Speedway,35.0
03/06/2022,13:20,magic-kingdom,Tomorrowland Transit Authority PeopleMover,30.0
03/06/2022,13:20,magic-kingdom,Under the Sea ~ Journey of The Little Mermaid,40.0
03/06/2022,13:20,epcot,Frozen Ever After,90.0
03/06/2022,13:20,epcot,Gran Fiesta Tour,
03/06/2022,13:20,epcot,Journey Into Imagination With Figment,10.0
03/06/2022,13:20,epcot,Living with the Land,20.0
03/06/2022,13:20,epcot,Mission: SPACE,10.0
03/06/2022,13:20,epcot,Remy's Ratatouille Adventure,60.0
03/06/2022,13:20,epcot,The Seas with Nemo & Friends,15.0
03/06/2022,13:20,epcot,Soarin' Around the World,35.0
03/06/2022,13:20,epcot,Spaceship Earth,5.0
03/06/2022,13:20,epcot,Test Track,45.0
03/06/2022,13:20,hollywood-studios,Alien Swirling Saucers,55.0
03/06/2022,13:20,hollywood-studios,Mickey & Minnie's Runaway Railway,55.0
03/06/2022,13:20,hollywood-studios,Millennium Falcon: Smugglers Run,65.0
03/06/2022,13:20,hollywood-studios,Muppet*Vision 3D,10.0
03/06/2022,13:20,hollywood-studios,Rock 'n' Roller Coaster Starring Aerosmith,70.0
03/06/2022,13:20,hollywood-studios,Slinky Dog Dash,95.0
03/06/2022,13:20,hollywood-studios,Star Tours – The Adventures Continue,20.0
03/06/2022,13:20,hollywood-studios,Star Wars: Rise of the Resistance,110.0
03/06/2022,13:20,hollywood-studios,Toy Story Mania!,60.0
03/06/2022,13:20,hollywood-studios,The Twilight Zone Tower of Terror,95.0
03/06/2022,13:20,animal-kingdom,Avatar Flight of Passage,85.0
03/06/2022,13:20,animal-kingdom,DINOSAUR,35.0
03/06/2022,13:20,animal-kingdom,Expedition Everest,
03/06/2022,13:20,animal-kingdom,It's Tough to be a Bug!,10.0
03/06/2022,13:20,animal-kingdom,Kali River Rapids,50.0
03/06/2022,13:20,animal-kingdom,Kilimanjaro Safaris,75.0
03/06/2022,13:20,animal-kingdom,Na'vi River Journey,80.0
03/06/2022,13:20,animal-kingdom,TriceraTop Spin,15.0
03/06/2022,13:25,magic-kingdom,Astro Orbiter,50.0
03/06/2022,13:25,magic-kingdom,The Barnstormer,35.0
03/06/2022,13:25,magic-kingdom,Big Thunder Mountain Railroad,45.0
03/06/2022,13:25,magic-kingdom,Buzz Lightyear's Space Ranger Spin,
03/06/2022,13:25,magic-kingdom,Dumbo the Flying Elephant,35.0
03/06/2022,13:25,magic-kingdom,Haunted Mansion,45.0
03/06/2022,13:25,magic-kingdom,"""it's a small world""",40.0
03/06/2022,13:25,magic-kingdom,Jungle Cruise,60.0
03/06/2022,13:25,magic-kingdom,Mad Tea Party,25.0
03/06/2022,13:25,magic-kingdom,The Magic Carpets of Aladdin,35.0
03/06/2022,13:25,magic-kingdom,The Many Adventures of Winnie the Pooh,40.0
03/06/2022,13:25,magic-kingdom,Mickey's PhilharMagic,40.0
03/06/2022,13:25,magic-kingdom,Monsters Inc. Laugh Floor,25.0
03/06/2022,13:25,magic-kingdom,Peter Pan's Flight,50.0
03/06/2022,13:25,magic-kingdom,Pirates of the Caribbean,60.0
03/06/2022,13:25,magic-kingdom,Prince Charming Regal Carrousel,15.0
